,Unnamed: 0,right_ascension_angle,declination_angle,ultraviolet_filter,green_filter,red_filter,near_infrared_filter,infrared_filter,run_ID,cam_col,field_ID,spec_obj_ID,redshift,plate,MJD,fiber_ID,class
39377,39377,112.845767138379,41.235472741885,17.83754,16.71199,16.44801,16.36433,16.34964,6573.0,5.0,201.0,3.020920911374084e+18,3.019467e-05,2683.0,54153.0,478.0,2
92597,92597,356.513046724064,19.4879655551759,23.63612,24.55875,23.18404,21.92443,19.87896,7923.0,3.0,159.0,8.555900150882785e+18,0.7720665,7599.0,56955.0,679.0,0
7608,7608,125.813347024486,44.9697122288056,22.55345,22.30951,21.18108,19.98974,19.51639,2076.0,4.0,150.0,7.197958475179383e+18,0.7590255,6393.0,56341.0,292.0,0
25530,25530,316.654059416898,6.54842117635124,23.56866,21.95238,20.43381,19.40906,18.93447,7772.0,3.0,23.0,4.592669230168824e+18,0.5654992,4079.0,55363.0,449.0,0
80103,80103,95.2118987572252,64.7630899288417,17.7749,16.04847,15.37297,15.14784,15.03148,4887.0,4.0,192.0,2.5886118984926106e+18,-0.0001181812,2299.0,53711.0,611.0,2
59686,59686,359.465429221532,18.5726527092095,21.07505,21.26494,20.00192,19.27875,18.59432,7713.0,6.0,228.0,6.898423743980526e+18,0.558961,6127.0,56274.0,127.0,0
74229,74229,332.225096572288,7.96500545837644,26.4613,23.43155,21.09907,19.96262,19.43233,7772.0,2.0,126.0,5.706192490849393e+18,0.6277337,5068.0,55749.0,479.0,0
72669,72669,353.528096393729,-0.747456628037401,21.72533,21.7697,21.2129,21.29188,21.07212,4263.0,2.0,72.0,1.0310011537017e+19,1.070432,9157.0,57742.0,531.0,1
74202,74202,245.584622577824,36.7586570184388,20.94837,20.5402,20.11836,19.93604,19.99384,3705.0,2.0,290.0,1.2082126321813311e+19,1.123374,10731.0,58247.0,343.0,1
21060,21060,253.457545212604,20.8135893463162,22.39568,21.10741,20.65911,21.37232,20.75257,3926.0,2.0,204.0,4.705398589337393e+18,-0.0004418209,4179.0,55684.0,956.0,2
3424,3424,350.333753026374,26.036278359504,21.65513,21.9745,20.60788,19.65367,19.04401,8103.0,2.0,38.0,7.096802584112159e+18,0.5599355,6303.0,56539.0,929.0,0
45275,45275,252.608519411533,34.0016092655502,20.45726,20.1773,20.05457,19.8228,20.00923,3225.0,4.0,285.0,1.2289435391107551e+19,1.783279,10915.0,58257.0,865.0,1
4159,4159,175.491958653902,7.47408041029378,18.9042,16.8511,15.9025,15.46587,15.17487,3841.0,4.0,71.0,1.8240749997035625e+18,0.08823594,1620.0,53137.0,426.0,0
71042,71042,228.183994382017,38.1417252781941,23.83601,23.43474,21.49742,20.42867,19.76608,3926.0,3.0,18.0,1.2098069515797289e+19,0.6809229,10745.0,58277.0,1000.0,0
105,105,141.948951071529,35.6620646980698,22.83775,22.53633,21.14728,20.04436,19.34116,3606.0,2.0,119.0,1.153391697066068e+19,0.625698,10244.0,58225.0,721.0,0
37554,37554,149.832783999152,45.6149171541515,21.27991,21.09723,20.91534,20.74167,20.62238,2964.0,6.0,163.0,8.201128700844203e+18,1.959983,7284.0,56683.0,268.0,1
59649,59649,329.374980532196,4.07828418263171,22.85553,20.44364,18.77093,18.1478,17.63396,7765.0,4.0,118.0,4.611731740452739e+18,0.3666264,4096.0,55501.0,166.0,0
71938,71938,134.015317662143,1.97701278146793,15.69514,14.57273,14.3446,14.63992,14.30917,1907.0,4.0,76.0,3.2516226464455327e+18,0.0002628041,2888.0,54529.0,86.0,2
65833,65833,186.663606762718,18.8236956603947,23.65468,22.53477,20.48569,19.40592,18.98896,5314.0,1.0,66.0,6.58655166491606e+18,0.5983351,5850.0,56042.0,135.0,0
32807,32807,20.8576370779257,13.1445412508901,23.53333,22.44712,21.05811,20.14983,19.6076,7773.0,6.0,446.0,5.257042542034441e+18,0.5199014,4669.0,55831.0,785.0,0
96810,96810,187.515784258687,38.4852199631212,21.04121,20.90649,20.73674,20.54554,20.46836,4470.0,6.0,30.0,9.94742393297308e+18,1.684849,8835.0,57427.0,357.0,1
40411,40411,19.8147091939022,1.63270379916666,24.28696,22.66678,21.39493,22.80257,21.41235,7717.0,2.0,462.0,1.0579125535153349e+19,2.114584,9396.0,58101.0,618.0,1
90853,90853,210.596129844685,45.1576726976439,20.99617,20.0617,19.90572,19.8423,19.54508,3699.0,5.0,140.0,7.463847600091059e+18,0.0006600727,6629.0,56365.0,935.0,2
16488,16488,1.56827292724961,1.27124833867922,22.02622,20.17097,18.51771,17.88296,17.52303,7717.0,1.0,340.0,7.533378564071361e+17,0.2929537,669.0,52559.0,403.0,0
49390,49390,182.659588502217,52.1559676419945,24.21362,22.80971,20.83908,19.70332,19.05981,2830.0,3.0,410.0,7.5233402505441e+18,0.6219077,6682.0,56390.0,280.0,0
91429,91429,203.988083459216,44.8910163306342,24.13177,22.86448,21.02952,19.95202,19.35828,3716.0,1.0,128.0,7.461585354984021e+18,0.6164302,6627.0,56369.0,897.0,0
23662,23662,201.513386117578,13.9430811249743,21.31797,20.79361,20.73376,20.84764,20.49473,4381.0,2.0,202.0,6.114845508039368e+18,2.475948,5431.0,56011.0,302.0,1
99682,99682,157.370745486524,23.0861918306414,23.02554,22.31135,21.84357,20.95229,20.47521,5137.0,5.0,294.0,1.1772505769714668e+19,0.8463064,10456.0,58136.0,350.0,0
63182,63182,328.705957686533,4.59005051646472,19.90373,18.93666,18.57596,18.43434,18.41205,7765.0,5.0,114.0,4.611779569208547e+18,-0.0009417763,4096.0,55501.0,340.0,2
54555,54555,332.425641525787,11.0971343980538,23.33103,23.12485,21.46773,20.09032,19.49154,7777.0,5.0,143.0,5.701615775628155e+18,0.696463,5064.0,55864.0,213.0,0
51507,51507,196.025854873017,18.4778246605697,23.96039,22.40828,20.9488,19.82137,19.22896,5314.0,1.0,125.0,6.601307660716628e+18,0.5543217,5863.0,56042.0,569.0,0
47275,47275,155.649672699001,-2.72246321909943,25.91707,22.11148,20.52285,19.53763,19.135,1140.0,2.0,18.0,4.2447458158250783e+18,0.5991794,3770.0,55234.0,375.0,0
57626,57626,8.12033094838884,-0.337390482245211,22.27795,20.01564,18.31163,17.7014,17.32211,4263.0,3.0,170.0,4.414358066917806e+17,0.3244824,392.0,51793.0,302.0,0
85132,85132,194.972836918261,49.4164956529719,18.7284,17.03933,16.33549,16.04364,15.87175,2964.0,3.0,365.0,3.646853651944808e+18,-0.0002740629,3239.0,54888.0,232.0,2
64537,64537,140.157890389675,49.8591714123049,26.27587,22.6396,21.19856,19.95906,19.16471,2243.0,2.0,156.0,8.214602397299004e+18,0.0002100768,7296.0,57046.0,133.0,2
46007,46007,97.5640268445912,26.6741246502292,17.66072,16.37385,15.91784,15.72936,15.63984,6585.0,4.0,96.0,3.01523616171612e+18,0.0002063098,2678.0,54173.0,277.0,2
28092,28092,353.795637627525,0.637786711501816,24.89343,23.45196,22.45316,21.79472,21.19852,4188.0,5.0,68.0,9.869834694358751e+18,0.7791308,8766.0,57333.0,713.0,0
13196,13196,145.459031999467,49.0421794966261,24.56114,23.26107,21.50244,20.46999,19.74959,2831.0,1.0,47.0,8.217052652502275e+18,0.6290578,7298.0,56661.0,855.0,0
80907,80907,159.370512568528,37.903218668839,24.1488,24.24291,21.61097,20.53949,19.84727,4469.0,5.0,315.0,9.967843513705191e+18,0.2027689,8853.0,57459.0,915.0,0
66174,66174,134.314174667821,35.7690815708182,23.28065,21.40671,19.54059,18.86544,18.40065,2964.0,1.0,62.0,5.181625112202598e+18,0.4236077,4602.0,55644.0,850.0,0
52018,52018,249.01126994483,12.1263570248583,20.33849,18.54514,17.53173,17.03679,16.68362,5323.0,5.0,140.0,2.85204472868847e+18,0.1093644,2533.0,54585.0,510.0,0
9563,9563,349.623256984923,3.64848618061507,24.4431,24.2339,21.72367,20.42894,19.57399,7712.0,6.0,260.0,1.2710427950388107e+19,0.8454421,11289.0,58398.0,523.0,0
1087,1087,238.890974336801,28.7561500676256,18.39418,16.94941,16.20522,15.74014,15.44523,3927.0,4.0,76.0,1.566230446650452e+18,0.07729715,1391.0,52817.0,377.0,0
23199,23199,224.478964571024,-0.80051466096947,24.65626,22.71841,21.12501,19.97569,19.70525,752.0,2.0,540.0,4.525016829467581e+18,0.6651903,4019.0,55363.0,91.0,0
41916,41916,143.868988655625,39.0411474715211,21.64447,21.40686,21.42314,21.16932,20.92745,3462.0,3.0,228.0,9.943953049944089e+18,1.620015,8832.0,57445.0,18.0,1
96995,96995,127.15896415126,32.523719262268,20.64134,18.78008,18.10132,17.84008,17.71422,2961.0,4.0,93.0,3.5827523979167416e+18,0.000169837,3182.0,54828.0,505.0,2
52068,52068,222.919113057003,14.4049264882758,20.73761,20.28133,20.14508,20.19903,19.86207,5326.0,5.0,151.0,6.166635804561267e+18,2.577257,5477.0,56030.0,298.0,1
69439,69439,12.666268762733,-0.652101294236735,22.0731,22.08813,21.72338,21.64528,21.13321,4263.0,2.0,200.0,8.862143000509438e+18,1.163078,7871.0,56902.0,672.0,1
38390,38390,173.920193872541,14.209740567809,22.84916,21.65926,21.58283,21.2479,20.99256,4381.0,2.0,23.0,6.053033712702216e+18,-0.0001476568,5376.0,55987.0,712.0,2
47366,47366,328.796877423541,2.10026252070414,21.30151,21.08946,20.76484,20.67834,20.6534,7717.0,4.0,121.0,1.0319082238202108e+19,1.112682,9165.0,58048.0,762.0,1
5942,5942,16.2111232782242,-1.14137354611502,20.99657,18.94558,17.82341,17.36242,16.98203,4263.0,1.0,224.0,4.458902035596841e+17,0.1438422,396.0,51816.0,123.0,0
51274,51274,48.6102984762025,-8.25624606410298,18.05596,16.27373,15.5267,15.2159,15.02707,1045.0,1.0,96.0,3.587174634103087e+18,-7.360263e-05,3186.0,54853.0,209.0,2
70909,70909,253.511209217564,23.1260973687838,25.1123,22.56081,21.21229,20.18291,19.75619,3926.0,6.0,194.0,1.5932608416485478e+18,-0.0002668957,1415.0,52885.0,409.0,2
41407,41407,122.249008116529,9.11809843851655,21.18374,19.98602,18.32964,17.82641,17.43013,5935.0,3.0,37.0,6.185966315586737e+18,0.2294523,5494.0,55857.0,990.0,0
52658,52658,165.087995390999,52.7159841419703,23.95349,23.2465,21.79926,20.52958,19.50285,2821.0,2.0,123.0,9.193112226185368e+18,0.9606342,8165.0,57374.0,507.0,0
5443,5443,347.321281147207,22.6863003657673,19.8758,17.61921,16.66921,16.27183,16.02268,6366.0,4.0,101.0,2.953368019411167e+18,-0.0001900639,2623.0,54328.0,482.0,2
85090,85090,219.376282248609,45.1384018071361,24.05933,21.66091,20.10367,19.28098,18.89008,3664.0,5.0,60.0,6.819805910879459e+18,0.4664487,6057.0,56099.0,837.0,0
64784,64784,24.7949451967948,12.3226736584608,24.84493,21.97337,21.67565,21.42295,20.96458,7787.0,5.0,363.0,5.249101040381614e+18,1.055874,4662.0,55590.0,566.0,1
54411,54411,196.194973205031,58.6657922771606,21.34452,21.02043,20.66329,20.75797,20.80487,2989.0,1.0,80.0,9.232523409271052e+18,1.050024,8200.0,58174.0,524.0,1
6671,6671,190.289423252422,29.5386594593157,18.06488,16.51376,15.99174,15.73849,15.5963,4649.0,3.0,57.0,2.518687633853409e+18,0.02345283,2237.0,53828.0,180.0,0
31619,31619,244.547560111259,20.0313354927936,24.74663,23.01397,20.99307,19.80469,19.29268,4600.0,5.0,32.0,4.567842807268792e+18,0.6279555,4057.0,55357.0,243.0,0
13151,13151,159.094269488111,20.4226746262735,18.77003,16.99381,16.16183,15.74929,15.41496,5183.0,3.0,188.0,2.6752778798849326e+18,0.04223011,2376.0,53770.0,508.0,0
58602,58602,172.175111585143,6.69641012272298,19.63759,18.78983,18.18039,17.80535,17.55158,3015.0,2.0,387.0,1.8217289164154737e+18,0.2415458,1618.0,53116.0,83.0,0
5773,5773,7.72815963334664,-4.04921797145863,22.04002,22.51442,21.4649,21.56537,20.37474,7881.0,6.0,73.0,1.0522766492386482e+19,0.7055988,9346.0,58049.0,385.0,0
64940,64940,129.530052613927,25.9837919159414,21.86852,21.52432,21.236,20.90414,20.74722,4335.0,5.0,130.0,1.2523457372994429e+19,1.536928,11123.0,58429.0,264.0,1
81133,81133,5.34815885478577,28.1145489931342,19.64583,17.73354,16.77962,16.338,15.96871,8103.0,5.0,127.0,8.716777962287158e+18,0.09663366,7742.0,58076.0,221.0,0
36773,36773,352.238147894282,-0.997305417632524,23.14359,22.72522,22.10048,21.67568,20.3947,2662.0,1.0,231.0,9.868580975788972e+18,0.8528193,8765.0,57307.0,248.0,0
22121,22121,121.485052707172,55.9937063012886,20.35976,18.87452,17.73356,17.25848,16.94681,4264.0,5.0,139.0,2.1066692833952663e+18,0.2446549,1871.0,53384.0,402.0,0
47253,47253,144.365030101761,15.0886863948933,19.89426,17.96892,16.98773,16.56782,16.25002,5935.0,3.0,186.0,2.906019471229479e+18,0.119424,2581.0,54085.0,261.0,0
6838,6838,246.600091898734,40.3290743307948,24.40818,20.75118,19.64809,18.94835,18.46593,3226.0,5.0,94.0,6.806138980893219e+18,0.1630233,6045.0,56072.0,269.0,0
91341,91341,214.913705212826,53.6439806559883,26.51738,20.99044,19.25125,18.59713,18.16247,3705.0,3.0,110.0,7.56286494490102e+18,0.3884254,6717.0,56397.0,710.0,0
41270,41270,131.443233224252,47.0695401672109,22.71124,22.05587,22.0556,21.96542,21.38372,2074.0,1.0,84.0,8.249630083427619e+18,2.681331,7327.0,56715.0,587.0,1
61934,61934,40.8774054395798,-0.563114986210217,24.76612,22.52814,22.501,22.13354,21.33685,2700.0,2.0,139.0,8.259607875581924e+18,-0.000114809,7336.0,56656.0,22.0,2
32283,32283,337.969662889289,24.4116081892799,26.38755,22.75633,21.6534,20.27427,19.58587,8110.0,2.0,96.0,8.616650922985282e+18,0.6974103,7653.0,57306.0,505.0,0
87419,87419,29.8896269553619,-4.88001482929808,24.28953,21.90156,20.47663,19.07382,18.56369,7881.0,3.0,221.0,7.939877313965218e+18,0.6326284,7052.0,56539.0,113.0,0
55053,55053,12.6289840726542,-0.151257005826211,20.2161,17.57245,16.14345,15.36055,14.93339,2728.0,3.0,497.0,1.2711896925235057e+18,9.316782e-06,1129.0,52641.0,177.0,2
84121,84121,153.815750582413,50.4951690867015,23.5988,21.81255,20.43437,19.55174,19.12369,2821.0,3.0,74.0,7.507613664461215e+18,0.490888,6668.0,56605.0,411.0,0
85253,85253,5.14527053828743,28.1069586755852,21.59972,21.55088,20.1261,19.2155,18.95725,8103.0,5.0,126.0,7.070802433170232e+18,0.4268133,6280.0,56570.0,549.0,0
31514,31514,139.037053589507,14.6391821137657,19.12592,17.79504,17.20844,16.87956,16.66768,5935.0,5.0,152.0,2.74499186968654e+18,0.08066715,2438.0,54056.0,174.0,0
62081,62081,310.68302817319,-5.0177668990373,21.53995,19.76961,19.20038,18.97483,18.82941,1737.0,6.0,22.0,2.1584408908031857e+18,-0.0006665046,1917.0,53557.0,330.0,2
57634,57634,319.609470861219,8.75176072050891,23.2386,21.9264,20.20281,19.94926,19.56203,7773.0,3.0,44.0,4.596130767718079e+18,-0.0001366154,4082.0,55367.0,754.0,2
84434,84434,161.641573202399,48.0558672510372,22.7906,23.8078,21.63735,20.54952,19.61906,3059.0,5.0,50.0,8.320508458207303e+18,0.6541961,7390.0,57130.0,393.0,0
60850,60850,149.032392342875,0.288143014935636,19.69001,18.45888,17.75,17.33397,17.07845,756.0,4.0,222.0,3.0078984957568e+17,0.1269907,267.0,51608.0,635.0,0
28748,28748,116.088148510116,26.9499373088123,20.48685,19.00607,18.44338,18.2056,18.1139,2864.0,6.0,52.0,2.3363097143646884e+18,-0.0001176671,2075.0,53730.0,245.0,2
75673,75673,172.298844961004,63.7508710631437,22.44003,21.18463,20.87502,20.73166,20.60564,2078.0,2.0,65.0,8.008701796947351e+18,7.033854e-06,7113.0,56711.0,639.0,2
81256,81256,197.716694064769,29.059902485642,22.07189,20.32914,18.77939,18.17098,17.80353,4649.0,3.0,100.0,7.302707298472058e+18,0.2556317,6486.0,56328.0,438.0,0
6057,6057,190.08840255827,21.4003458086199,22.7034,22.74894,20.49834,19.48226,19.1452,5183.0,1.0,381.0,6.738563546291132e+18,0.4949977,5985.0,56089.0,191.0,0
13268,13268,142.2814903538,36.1431286105824,24.78099,20.69083,19.11125,18.32937,17.9445,3606.0,3.0,122.0,5.152193933833689e+18,0.4381049,4576.0,55592.0,276.0,0
69719,69719,357.027080103955,27.2806202469209,27.12395,22.20973,21.06152,19.7424,19.26513,8103.0,4.0,78.0,7.335272912231094e+18,0.5671324,6515.0,56536.0,127.0,0
22146,22146,41.2413745979699,0.803234884117568,21.83589,20.34795,19.3116,18.8029,18.46696,7717.0,1.0,605.0,1.7576273871068467e+18,0.2005232,1561.0,53032.0,355.0,0
17824,17824,125.859208561258,45.8543903824525,21.62778,19.90406,18.88368,18.4646,18.12791,2076.0,5.0,154.0,8.247335127816099e+18,0.1280779,7325.0,56717.0,430.0,0
28355,28355,233.882529666848,11.1424391636342,22.38321,19.88047,18.2386,17.66468,17.32411,5322.0,2.0,162.0,3.100743257986984e+18,0.3040722,2754.0,54240.0,54.0,0
68631,68631,30.0765734728424,-5.30965964009062,20.94368,20.68138,20.56901,20.3897,20.35564,7881.0,2.0,222.0,8.884564523715157e+18,1.54735,7891.0,57332.0,321.0,1
2858,2858,167.005488827917,7.19351576430864,23.69217,22.21894,20.64512,19.74287,19.11961,3841.0,4.0,15.0,5.466493461405653e+18,0.5099864,4855.0,55926.0,907.0,0
6155,6155,198.242267300402,58.0610468356653,23.86599,21.54151,19.66833,18.79364,18.43073,3705.0,6.0,41.0,7.69011390002157e+18,0.4628448,6830.0,56429.0,791.0,0
18083,18083,148.31142667957,19.6530451946751,18.5363,16.51988,15.58052,15.13031,14.7942,5137.0,2.0,234.0,2.659381415463905e+18,0.07712628,2362.0,53759.0,21.0,0
20704,20704,143.479726396211,13.4946573013146,22.92695,19.93284,18.45091,17.87044,17.51715,5972.0,4.0,188.0,5.982127307103689e+18,0.2595698,5313.0,55973.0,804.0,0
43004,43004,194.297481814952,46.8223973218046,21.9062,21.89026,19.98124,19.11421,18.68797,3699.0,3.0,64.0,7.50420132651731e+18,0.4822773,6665.0,56390.0,285.0,0
17602,17602,202.774891921675,66.3995770642803,21.18655,20.28058,19.76172,19.46774,19.39385,1412.0,3.0,216.0,2.769760852398598e+18,0.1991575,2460.0,54616.0,171.0,0
75347,75347,231.161395141786,38.6932755181088,25.11115,22.03468,20.13101,19.27435,18.92,3958.0,2.0,14.0,5.605910438292511e+18,0.4372339,4979.0,56045.0,199.0,0
20856,20856,6.04372469875193,24.7924043446345,25.08123,23.59095,21.82394,20.59807,19.81943,4851.0,3.0,68.0,8.625694405788195e+18,0.9323031,7661.0,57286.0,637.0,0
54585,54585,210.970059586845,53.3377708177463,22.7512,21.90661,20.25541,19.41276,18.96233,3712.0,1.0,190.0,7.58763006986003e+18,0.4845631,6739.0,56393.0,693.0,0
2062,2062,3.14328165880761,16.0995130404268,25.78775,21.83492,20.26247,19.37429,18.91644,1739.0,6.0,323.0,6.956033204450253e+18,0.4859595,6178.0,56213.0,813.0,0
28031,28031,27.0498161471809,-7.12027745349553,27.02189,22.85516,21.19339,20.04807,19.54948,7885.0,3.0,61.0,8.065089699042318e+18,0.5534396,7163.0,56593.0,977.0,0
27016,27016,253.426243393268,32.8572137667319,18.84122,17.38422,16.80466,16.5525,16.44482,3225.0,4.0,294.0,3.8922509049796767e+18,-0.001017954,3457.0,54984.0,54.0,2
88189,88189,154.984777890016,8.28944864248969,22.42744,19.57467,18.12753,17.03926,16.41844,3031.0,3.0,233.0,6.011275909256206e+18,7.722682e-05,5339.0,55922.0,350.0,2
95063,95063,238.294636464682,39.541712688574,23.18519,22.6553,20.84426,19.87138,19.21039,3918.0,6.0,261.0,5.845838719232529e+18,0.5139006,5192.0,56066.0,605.0,0
83404,83404,156.84475505814,37.3022394641357,21.61521,20.07585,18.47847,17.90472,17.5205,4469.0,5.0,301.0,5.133084421826828e+18,0.2956111,4559.0,55597.0,388.0,0
93362,93362,161.775276225008,22.9589492239863,25.43524,22.68482,20.72322,19.58623,19.04928,5137.0,3.0,320.0,7.235298164819121e+18,0.6339236,6426.0,56334.0,965.0,0
39407,39407,122.377308801092,9.22184167280888,18.45278,17.53133,17.222,17.00956,16.88108,5935.0,3.0,38.0,2.725871089229e+18,0.04083819,2421.0,54153.0,245.0,0
61028,61028,34.8586996423908,-4.33054862778364,25.14523,23.95244,21.27998,20.2158,19.55999,7881.0,4.0,254.0,8.875552376641312e+18,0.6535378,7883.0,57331.0,303.0,0
89876,89876,352.71458813895,0.322239293447029,20.97563,19.3332,18.67892,18.49992,18.81493,4874.0,4.0,372.0,4.741420785293613e+18,0.1955327,4211.0,55446.0,932.0,0
86827,86827,359.03086371617,12.9194097081844,20.80366,19.70553,19.34538,19.24184,19.15762,7787.0,5.0,195.0,6.925611642727455e+18,-0.0002678524,6151.0,56265.0,732.0,2
75798,75798,241.594673524002,45.8635544231961,20.73751,20.4436,20.45383,20.10742,19.96799,2299.0,2.0,293.0,9.608560779503884e+18,1.798517,8534.0,57905.0,476.0,1
48431,48431,192.282887302444,40.5560186851926,19.66983,19.35503,19.01616,18.95926,18.86611,4382.0,5.0,28.0,2.2350631052498964e+18,1.170679,1985.0,53431.0,552.0,1
28112,28112,195.794504202393,34.797649695602,24.31236,22.13284,21.17103,21.01579,21.53483,4552.0,4.0,160.0,4.477818917986e+18,3.656706,3977.0,55335.0,418.0,1
45352,45352,216.252180091853,37.6821340425716,25.4673,21.5443,19.82077,18.66451,18.01068,3919.0,3.0,89.0,5.306464493764893e+18,0.6114669,4713.0,56044.0,357.0,0
55012,55012,186.224951385101,66.0042020864275,22.65054,22.44987,21.38837,19.85667,19.06698,2078.0,6.0,106.0,8.016531694277646e+18,-0.0002125916,7120.0,56720.0,452.0,2
33680,33680,158.822154193793,6.6909259374421,25.31916,22.24024,20.66247,19.74472,19.33674,3015.0,3.0,298.0,5.463047587988e+18,0.4351883,4852.0,55689.0,659.0,0
60441,60441,133.587030802998,22.0775172573692,23.43483,20.26219,18.46419,17.85242,17.45168,5045.0,4.0,153.0,2.56941167622281e+18,0.3578405,2282.0,53683.0,393.0,0
4131,4131,5.17251385450089,-1.17618662390135,20.44369,18.40964,17.07701,16.57294,16.25635,4263.0,1.0,150.0,4.3917081453372416e+17,0.1950401,390.0,51900.0,254.0,0
85632,85632,193.41610276837,49.5161299808609,20.93449,20.68974,20.10468,20.4154,20.67785,2964.0,3.0,358.0,3.291048110331029e+18,0.2311331,2923.0,54563.0,155.0,0
33537,33537,162.936569713345,3.0996095585962,18.33737,16.72934,15.90629,15.4368,15.08915,1992.0,5.0,87.0,5.709566365715927e+17,0.04641619,507.0,52353.0,456.0,0
30321,30321,47.9301329327897,-0.54360724994724,19.34729,18.31112,17.86567,17.54325,17.44307,4849.0,2.0,775.0,7.994178329987256e+17,0.1138728,710.0,52203.0,105.0,0
0,0,135.6891066036,32.4946318397087,23.87882,22.2753,20.39501,19.16573,18.79371,3606.0,2.0,79.0,6.543777369295182e+18,0.6347936,5812.0,56354.0,171.0,0
68646,68646,218.288252475674,54.7412123076266,20.43012,18.66616,17.55473,17.09837,16.738,3225.0,2.0,74.0,1.308357858919737e+18,0.1546801,1162.0,52668.0,226.0,0
80632,80632,234.584302882865,53.4201995141256,22.22612,21.64245,19.88154,18.95313,18.47714,1345.0,2.0,542.0,7.552625468912196e+18,0.5429431,6708.0,56452.0,323.0,0
42504,42504,236.623752600637,41.2942085409059,20.1193,18.24608,17.40337,17.03022,16.73547,3180.0,3.0,192.0,1.1856179981661243e+18,0.06139659,1053.0,52468.0,165.0,0
76569,76569,329.969146615124,8.78015340838996,25.52605,22.01208,20.27495,19.16428,18.55304,7770.0,5.0,118.0,4.610574779275304e+18,0.5675031,4095.0,55497.0,53.0,0
90348,90348,196.064651306897,2.26715065390936,22.85798,21.9723,20.41136,19.46829,19.10307,1458.0,3.0,476.0,4.509475231971432e+18,0.4875205,4005.0,55325.0,895.0,0
17248,17248,0.573446638197964,-7.49430140836748,26.06484,24.25449,21.48485,20.22384,19.97585,8100.0,3.0,323.0,8.04805139194684e+18,0.5943292,7148.0,56591.0,432.0,0
90661,90661,224.968746311469,27.7892741860398,19.05692,17.93451,17.46681,17.17016,17.0601,4576.0,3.0,679.0,2.4161961144588964e+18,0.09979878,2146.0,54230.0,54.0,0
82808,82808,354.300307252808,27.5832004618108,22.10558,22.4291,20.87327,19.85648,19.57351,8103.0,5.0,62.0,7.094563428749302e+18,0.6040222,6301.0,56543.0,975.0,0
99036,99036,244.963573975097,50.6095860864967,19.54317,18.24606,17.75621,17.42084,17.26398,2206.0,4.0,162.0,3.247229822564329e+18,0.05572638,2884.0,54526.0,489.0,0
34625,34625,139.09912522909,14.7482424362261,24.80991,22.3035,20.45555,19.62886,19.29491,5935.0,5.0,153.0,5.97300108589979e+18,0.4392054,5305.0,55984.0,371.0,0
64250,64250,241.394038899865,31.8058425361048,19.13737,17.44173,16.53159,16.11297,15.77508,3926.0,5.0,101.0,1.582033727427471e+18,0.1153181,1405.0,52826.0,525.0,0
22015,22015,174.912709917445,57.9573468368029,18.07244,17.12265,16.85058,16.75236,16.75312,3697.0,6.0,53.0,9.205611195415156e+18,0.0002531981,8176.0,57131.0,922.0,2
89563,89563,207.71174239292,46.1772559564326,19.08035,17.34412,16.49002,15.98573,15.83237,3699.0,6.0,125.0,1.650668820957784e+18,0.06327698,1466.0,53083.0,362.0,0
87078,87078,169.553448626138,6.15509815960001,23.33528,22.11404,20.95365,19.83769,19.26394,3841.0,1.0,32.0,5.460655604468308e+18,0.5366937,4850.0,55929.0,149.0,0
42480,42480,228.628771548967,2.60131771212012,20.71746,18.88606,17.8543,17.42433,17.03423,1458.0,5.0,693.0,3.323745387050724e+18,0.125813,2952.0,54559.0,323.0,0
32849,32849,131.849126442049,50.9266585568797,24.951,23.38516,21.90304,20.42763,19.70185,1331.0,2.0,185.0,8.222623883825797e+18,0.7829689,7303.0,57013.0,643.0,0
17873,17873,155.495456847444,64.9799834853084,16.51425,15.41542,14.88376,14.55263,14.31002,1412.0,4.0,89.0,5.49594217790335e+17,0.04027274,488.0,51914.0,564.0,0
67783,67783,25.9068761713663,30.3544180375875,23.20207,22.40569,20.34334,19.36604,18.83056,7941.0,3.0,55.0,7.432133011318266e+18,0.5460404,6601.0,56335.0,246.0,0
92747,92747,19.1641875170187,0.375206606425941,23.21699,22.99436,22.5993,21.76584,21.34331,4858.0,4.0,482.0,1.058013378741668e+19,0.7097061,9397.0,58107.0,190.0,0
43683,43683,241.791729975261,18.6319032637001,25.6334,23.20452,20.67844,19.35224,18.75558,4671.0,2.0,92.0,4.418109938989292e+18,-0.0001739733,3924.0,55332.0,286.0,2
22940,22940,239.25353664747,6.28792093758834,18.05269,17.10405,16.80945,16.69879,16.67672,3894.0,1.0,238.0,2.051523823903205e+18,0.0002126065,1822.0,53172.0,488.0,2
90281,90281,225.657207799905,41.8800376963879,22.89664,22.67651,21.73396,20.71151,19.65886,2964.0,3.0,516.0,9.595035966680357e+18,0.7418367,8522.0,58193.0,425.0,0
8337,8337,249.054695032246,16.8589012135991,23.44221,21.14122,19.31471,18.44246,18.00437,4671.0,6.0,138.0,4.575658136070019e+18,0.4788377,4064.0,55366.0,3.0,0
86150,86150,240.186524466581,6.07486786935969,19.30381,18.39898,18.04121,17.88499,17.84221,3894.0,1.0,244.0,5.509095959928527e+18,-3.566043e-05,4893.0,55709.0,246.0,2
777,777,233.888221917641,31.5213620071043,17.68997,15.94149,15.08143,14.62367,14.29829,3927.0,4.0,41.0,1.563974803881224e+18,0.0535435,1389.0,53135.0,363.0,0
